consorciado;numero requerimiento;fecha requerimiento;descripcion;tipo solicitud;sede;ubicacion;numero cotizacion consorcio;fecha cotizacion consorcio;numero cotizacion consorciado;fecha cotizacion consorciado;estado cotizacion;valor mano de obra;valor materiales;costo directo;administracion;imprevistos;utilidad;impuesto;total;valor facturado;valor pagado;numero factura;tipo acta;fecha acta;detalle acta;pago consorciado;numero factura consorciado;valor mano obra consorciado;valor materiales consorciado;costo directo consorciado;administracion consorciado;imprevistos consorciado;utilidad consorciado;impuesto consorciado;total consorciado;valor mano obra administracion;valor materiales administracion;costo directo administracion;administracion administracion;imprevistos administracion;utilidad administracion;impuesto administracion;total administracion
INGELCOR LTDA;00000328;2009-08-20;"Adecuación para cargar Baterias Montacarga POSM
";Servicio por demanda;VALLEDUPAR - CD;Valledupar;00000364-00;2009-11-06;ING-CC-043 ;2009-11-06;Facturada total;373832;55000;428832;0;0;0;68613;497445;497445;0;278;Acta finalización;2009-11-06;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000315;2009-08-19;"Instalación de toma de seguridad de 220V conexión de equipos de soldadura
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000295-00;2009-11-06;CT-CIM-09-74;2009-11-06;Facturada total;354000;1013120;1367120;0;0;0;218739;1585859;1585859;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000323;2009-08-19;"Adecuación de señales neumáticas y eléctricas con tubería de acero y corasa en espiral
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000308-00;2009-02-01;CT-CIM-09-73;2009-02-01;Pendiente;836800;5675700;6512500;0;0;0;1042000;7554500;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000316;2009-08-19;"Adecuación de iluminación en tanques de almacenamiento de soda caustica
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000296-00;2009-11-06;CT-CIM-09-77;2009-11-06;Facturada total;222000;852000;1074000;0;0;0;171840;1245840;1585859;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000317;2009-08-19;"Mantenimiento de iluminación en las salas MCM de envase
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000297-00;2009-11-06;CT-CIM-09-78;2009-11-06;Facturada total;336000;594000;930000;0;0;0;148800;1078800;1078800;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000318;2009-08-19;"Matenimiento para visita del 30 de julio
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000298-00;2009-11-06;CT-CIM-09-81;2009-11-06;Facturada total;1342000;219000;1561000;0;0;0;249760;1810760;1810760;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000319;2009-08-19;"Instalación nuevos puntos de iluminación en lavadora tren 1 y empacadoras tren 1
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000299-00;2009-11-06;CT-CIM-09-82;2009-11-06;Facturada total;227350;885100;1112450;0;0;0;177992;1290442;1290442;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000320;2009-08-19;"Instalación de lamparas T5 6 X 54 W en zona envase
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000300-00;2009-11-06;CT-CIM-09-83;2009-11-06;Facturada total;947000;366000;1313000;0;0;0;210080;1523080;1523080;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000324;2009-08-19;"Adecuación complementaria de instalaciones eléctricas en acueducto
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000309-00;2009-11-06;CT-CIM-09-75;2009-11-06;Facturada total;343500;897400;1240900;0;0;0;198544;1439444;1439444;0;268;Acta finalización;2009-11-06;;No;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000321;2009-08-19;"Arreglo señal camaras portería sur e iluminación en edificio administrativo, tanques almacenamiento y sendero
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000301-00;2009-11-06;CT-CIM-09-80 ;2009-11-06;Facturada total;783000;70000;853000;0;0;0;136480;989480;989400;0;226;Acta finalización;2009-11-06;;No;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000325;2009-08-19;"Adecuación Alumbrado exterior edificio administrativo inc. Lámparas de piso y poste
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000310-00;2009-11-06;CT-CIM-09-76;2009-11-06;Ejecutada;1062800;2810000;3872800;0;0;0;619648;4492448;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000326;2009-08-19;"Adecuación de alumbrado en terraza de sala de máquinas
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000311-00;2009-11-06;CT-CIM-09-79;2009-11-06;Ejecutada;1252000;3676600;4928600;0;0;0;788576;5717176;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000322;2009-08-19;"Suminstro e instalación de selector VGA en oficina del director de Distribución
";Servicio por demanda;TECHO;Bogotá;00000302-00;2009-11-06;OM09-411 ;2009-11-06;En ejecución;100000;158621;258621;0;0;0;16000;274621;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000312;2009-08-18;"Obras electricas desde julio 24 hasta 18 de agosto de 2009 (19 días)
";Proyecto;MALTERIA TIBITÓ;Tibirita;00000294-00;2009-11-06;OM09-410 ;2009-11-06;Ejecutada;3834230;400000;4234230;0;0;0;677476;4911706;4911707;0;231;Acta inicio;2009-11-06;;No;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000313;2009-08-18;"Adecuación Planta Eléctrica por falla en el arranque
";Emergencia;BOGOTA - CALLE 22;Bogotá;00000418-00;2009-11-06;OM09-502;2009-11-06;Ejecutada;159344;0;159344;0;0;0;25495;184839;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000463;2009-08-18;"Corto en Pisos 27 y 28
";Emergencia;BOGOTA - PARQUE CENTRAL BAVARIA;Bogotá;00000303-00;2009-11-06;OM09-503;2009-11-06;Ejecutada;159344;0;159344;0;0;0;25495;184839;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000310;2009-08-14;"Servicio de Mantenimiento y Suministro de material para alumbrado adicional
";Proyecto;NEIVA -  CD;Neiva;00000286-00;2009-11-06;CT-CIM-09-72;2009-11-06;Ejecutada;0;2013000;2013000;0;0;0;322080;2335080;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000309;2009-08-14;"Adecuación de la iluminación del centro de computo de la División de Ingeniería.
";Servicio por demanda;TECHO;Bogotá;00000284-00;2009-11-06;OM09-408 ;2009-11-06;Facturada total;80000;156400;236400;0;0;0;37824;274224;274224;0;226;Acta finalización;2009-11-06;;No;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000305;2009-08-06;"Instalación luminarias en Silo
";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000288-00;2009-11-06;ING-CC-017 ;2009-11-06;Facturada total;155700;402200;557900;0;0;0;89264;647164;647164;0;255;Acta finalización;2009-11-06;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000306;2009-08-06;"Mantenimiento luminarias subestación eléctrica
";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000289-00;2009-11-06;ING-CC-018;2009-11-06;Ejecutada;1109000;1154800;2263800;0;0;0;362208;2626008;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000467;2009-03-10;"Adecuaciones complementarias del sistema electrica bodega Reempaque
";Proyecto;TECHO;Bogotá;00000399-00;2009-11-06;OM09-487;2009-11-06;Ejecutada;1237660;4346775;5584435;0;0;0;893509;6477944;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000158;2009-05-21;"Mantenimiento basico Plantas Electricas, lamparas fluorescentes y de emergencia CD y PTAR";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000394-00;2009-11-06;ING-CC-045 ;2009-11-06;En ejecución;1700000;6114000;7814000;0;0;0;1250240;9064240;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000466;2009-04-17;"Adecuación de transformador tipo seco
";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000293-00;2009-11-06;OM09-456;2009-11-06;Facturada total;1637869;362130;1999999;0;0;0;319999;2319998;2139999;0;256;Acta finalización;2009-11-06;;No;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000182;2009-06-01;"Mantenimiento Transformador";Proyecto;CALI - VENTAS;Cali;00000292-00;2009-11-06;OM09-327 A;2009-11-06;Facturada total;4039955;19528300;23568255;0;0;0;3770920;27339175;27339176;0;266;Acta finalización;2009-11-06;;No;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000182;2009-06-01;"Mantenimiento Transformador";Proyecto;CALI - VENTAS;Cali;00000367-00;2009-11-06;OM09-327 B;2009-11-06;En ejecución;7706824;13165336;20872160;0;0;0;3339545;24211705;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000039;2009-03-10;"Acometidas Electricas BT e Iluminación Bodega Reempaque";Proyecto;TECHO;Bogotá;00000047-02;2009-11-07;OM09-245 ;2009-11-07;Ejecutada;3840800;15238560;19079360;0;0;0;3052697;22132057;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000468;2009-07-06;"Adecuación e instalación de tablero tomas especiales para motobomba de camión cisterna de quimicos
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000432-00;2009-11-07;CT-CIM-09-113 ;;Pendiente;259000;1450320;1709320;0;0;0;273491;1982811;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000469;2009-07-06;"Suministro e instalación baterias planta electrica Ptar
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000433-00;2009-11-07;ING-CC-049 ;2009-11-07;Facturada total;120000;1248000;1368000;0;0;0;218880;1586880;1586880;0;278;Acta finalización;2009-11-07;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000470;2009-07-06;"Adecuación acometida y UPS para control bomba contraincendio
";Proyecto;MONTERIA - CD;Montería;00000434-00;2009-02-01;ING-CC-051;2009-02-01;Pendiente;334300;1025400;1359700;0;0;0;217552;1577252;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000471;2009-07-29;"Verificar circuito eléctrico fuera de funcionamiento en Centro de Distribución
";Emergencia;TUNJA - CD;Tunja;00000331-00;2009-11-07;CT-CIM-09-89;2009-11-07;Facturada total;277000;0;277000;0;0;0;44320;321320;321320;0;255;Acta finalización;2009-11-07;;No;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000472;2009-09-30;"Emergencia por falla en Iluminación 
";Emergencia;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000422-00;2009-11-07;OM09-506;2009-11-07;Facturada total;39836;0;39836;0;0;0;6373;46209;46208;0;278;Acta finalización;2009-11-07;;No;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000473;2009-10-16;"Mantenimiento complementario de iluminación 
";Mantenimiento;CERVECERIA BUCARAMANGA;Bucaramanga;00000472-00;2009-02-01;CT-CIM-09-118;2009-02-01;Pendiente;137200;673000;810200;0;0;0;129632;939832;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000474;2009-10-16;"Mantenimiento de iluminación en parqueadero 
";Mantenimiento;CERVECERIA BUCARAMANGA;Bucaramanga;00000473-00;2009-11-07;CT-CIM-09-120 ;;Pendiente;276000;674000;950000;0;0;0;152000;1102000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000476;2009-10-16;"Adecuación para la instalación de ventilador en lavadora tren 2
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000474-00;2009-11-07;CT-CIM-09-123 ;2009-11-07;Ejecutada;101500;611500;713000;0;0;0;114080;827080;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000477;2009-10-16;"Adecuación de iluminación en oficina de ingenieros
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000475-00;2009-11-07;CT-CIM-09-124 ;2009-11-07;Ejecutada;132000;127600;259600;0;0;0;41536;301136;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000478;2009-10-19;"Mantenimiento de equipos eléctricos y mecánicos de acuerdo con termografía entregada por ISAGEN
";Mantenimiento;CERVECERIA BUCARAMANGA;Bucaramanga;00000476-00;2009-11-07;CT-CIM-09-125 ;;Pendiente;5282532;0;5282532;0;0;0;845205;6127737;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENERCON LTDA;00000480;2009-10-20;"Reparación de iluminación bodegas CD
";Servicio por demanda;PEREIRA - CD;Pereira;00000478-00;2009-11-07;EPER-071-09;2009-11-07;Ejecutada;310000;430000;740000;0;0;0;118400;858400;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000481;2009-10-20;"Adecuación de allimentación principal para una parte del circuito de alumbrado zona tanques de almacenamiento CD
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000479-00;2009-11-07;CT-CIM-09-128 ;;Pendiente;587600;2355200;2942800;0;0;0;470848;3413648;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000482;2009-10-20;"Adecuación sistema de puesta a tierra línea PET
";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000470-00;2009-11-07;OM09-540 ;;Pendiente;640000;164740;804740;0;0;0;128758;933498;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000483;2009-10-20;"Adecuaciones eléctricas naves 1 y 2 almacenamiento de producto frente a seguridad fisica
";Servicio por demanda;TECHO;Bogotá;00000484-00;2009-11-07;OM09-539;2009-11-07;Ejecutada;246262;580000;826262;0;0;0;132201;958463;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000484;2009-10-21;"Mantenimiento preventivo y rutina de pruebas eléctricas a transformador tipo seco de 2 MVA líena PET
";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000471-00;2009-11-07;OM09-541 ;;Pendiente;2412800;0;2412800;0;0;0;386048;2798848;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000485;2009-10-21;"Servicios de Ingeniero On Site, del 1 al 31 de octubre de 2009
";Proyecto;TECHO;Bogotá;00000480-00;2009-11-07;OM09-545;2009-11-07;Facturada total;12282906;0;12282906;0;0;0;1965264;14248170;14248171;0;279;Acta finalización;2009-11-07;;No;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000486;2009-10-22;"Adecuación y traslado de planta eléctrica CD
";Proyecto;PEREIRA - CD;Pereira;00000481-00;2009-11-07;OM09-542 ;;Pendiente;4498000;238000;4736000;0;0;0;757760;5493760;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000488;2009-10-23;"Adecuación eléctricas caseta 2 portería entrada camiones
";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000482-00;2009-11-07;OM09-546 ;2009-11-07;En ejecución;1091200;2679443;3770643;0;0;0;603302;4373945;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000490;2009-10-27;"Adecuaciones iluminación bodega NQS
";Proyecto;BOGOTA - VTAS SURORIENTE AMERICAS;Bogotá;00000487-00;2009-11-07;OM09-547 ;;Recotizada;17736900;57087315;74824215;0;0;0;11971874;86796089;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000492;2009-10-27;"Adecuación para la normalización de celdas BT y cogeneración
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000485-00;2009-11-10;ING-CC-046;2009-11-10;En ejecución;2315500;18220135;20535635;0;0;0;3285701;23821336;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000493;2009-10-28;"Adecuación de acometida baja tensión Tablero Satelite
";Proyecto;SANTA MARTA - CD;Santa Marta;00000486-00;2009-11-07;ING-CC-063 ;;Pendiente;3915000;23614700;27529700;0;0;0;4404752;31934452;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000494;2009-10-28;"Adecuación de iluminación en caseta de captación y sus alrededores
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000490-00;2009-11-07;CT-CIM-09-131 ;2009-11-07;Ejecutada;858800;414630;1273430;0;0;0;203748;1477178;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000495;2009-10-28;"Adecuación de UPS por emergencia presentada
";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000491-00;2009-11-07;CT-CIM-09-132 ;2009-11-07;Ejecutada;260000;0;260000;0;0;0;41600;301600;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000496;2009-10-29;"Adecuación de luminaria en zona restringida de banco
";Mantenimiento;TECHO;Bogotá;00000500-00;2009-11-07;OM09-555 ;2009-11-07;Ejecutada;700000;0;700000;0;0;0;112000;812000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000499;2009-10-29;"Adecuación para la instalación de proyectores 1000 W - 400 W MH
";Proyecto;CARTAGENA - CD TURBACO;Cartagena;00000492-00;2009-11-09;ING-CC-066 ;;Pendiente;2542200;10275550;12817750;0;0;0;2050840;14868590;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000500;2009-10-30;"Adecuaciones eléctricas desde 1 al 28 de octubre de 2009 (23 días)
";Proyecto;MALTERIA TIBITÓ;Tibirita;00000493-00;2009-11-09;OM09-548;2009-11-09;Ejecutada;6028358;2563362;8591720;0;0;0;1374675;9966395;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000502;2009-11-03;"Adecuación salidas de Iluminación bodega Reempaque
";Servicio por demanda;TECHO;Bogotá;00000495-00;2009-11-09;OM09-549 ;2009-11-09;Ejecutada;289200;701140;990340;0;0;0;158454;1148794;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000503;2009-11-03;"Mantenimiento de Iluminación oficina Lara distribución
";Servicio por demanda;TECHO;Bogotá;00000496-00;2009-11-09;OM09-550;2009-11-09;Ejecutada;28000;138000;166000;0;0;0;26560;192560;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000504;2009-11-03;"Mantenimiento de Iluminación oficina de cambios y devoluciones
";Servicio por demanda;TECHO;Bogotá;00000497-00;2009-11-09;OM09-551 ;2009-11-09;Ejecutada;76000;101000;177000;0;0;0;28320;205320;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000505;2009-11-03;"Mantenimiento de Iluminación oficina Jaime división de ventas
";Servicio por demanda;TECHO;Bogotá;00000498-00;2009-11-09;OM09-552 ;2009-11-09;Ejecutada;21000;161000;182000;0;0;0;29120;211120;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000506;2009-11-03;"Mantenimiento de Iluminación oficina división de ventas
";Servicio por demanda;TECHO;Bogotá;00000499-00;2009-11-09;OM09-553 ;2009-11-09;Ejecutada;266000;659680;925680;0;0;0;148108;1073788;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000507;2009-11-03;"Adecuación de Iluminación Caseta Devoluciones Portería Alsacia
";Servicio por demanda;TECHO;Bogotá;00000494-00;2009-11-09;OM09-554;2009-11-09;En ejecución;242500;647766;890266;0;0;0;142442;1032708;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000508;2009-11-03;"Adecuaciones complementarias de accesorios de bandejas zona cocina
";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000501-00;2009-11-09;ING-CC-065;2009-11-09;En ejecución;652200;1734800;2387000;0;0;0;381920;2768920;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000509;2009-11-03;"Adecuación sistema de alumbrado de emergencia perimetral PTAR
";Proyecto;CERVECERIA AGUILA;Barranquilla;00000502-00;2009-11-09;ING-CC-064 ;;Pendiente;1138500;1767400;2905900;0;0;0;464944;3370844;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000511;2009-11-03;"Canalizaciones electricas y de comunicaciones del CD
";Proyecto;PASTO - CD;Pasto;00000503-00;2009-11-09;OM09-448 ;2009-11-09;En ejecución;17879980;8360020;26240000;2099200;262400;1312000;209920;28811520;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000512;2009-11-09;"Adecuaciones para el cambio del precalentador de la planta eléctrica división de ingeniería";Mantenimiento;TECHO;Bogotá;00000505-00;2009-11-09;OF-329-09;2009-11-10;En ejecución;1014000;0;1014000;0;0;0;162240;1176240;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000513;2009-11-09;"Verificación de los ajustes de la protección de la subestación 13.2 KV suministrada por Turbomach";Mantenimiento;CERVECERIA AGUILA;Barranquilla;00000506-00;2009-11-09;OFERTA 001;2009-11-09;Ejecutada;6500000;0;6500000;0;0;0;1040000;7540000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000490;2009-10-27;"Adecuaciones iluminación bodega NQS
";Proyecto;BOGOTA - VTAS SURORIENTE AMERICAS;Bogotá;00000487-01;2009-11-09;OM09-547-2;;Pendiente;4988400;50343415;55331815;0;0;0;8853090;64184905;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000432;2009-10-08;"Adecuación de iluminación cartera segundo piso ventas
";Servicio por demanda;TECHO;Bogotá;00000483-01;2009-11-09;OM09-532 ;2009-11-10;En ejecución;142000;372940;514940;0;0;0;82390;597330;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000517;2009-11-10;"Diseño del Sistema de Seguridad existente Fase 1";Proyecto;BOGOTA - DIR GRAL CALLE 94;Bogotá;00000507-00;2009-11-10;OM09-465;;Pendiente;10050000;0;10050000;0;0;0;1608000;11658000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000520;2009-08-27;"Iluminación fachada costado oriental del deposito
";Servicio por demanda;TECHO;Bogotá;00000329-00;2009-11-11;OM09-421;2009-11-11;Ejecutada;368000;698200;1066200;0;0;0;170592;1236792;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000521;2009-05-26;"Iluminación via Bahía Ventas Replanteo 1
";Proyecto;TECHO;Bogotá;00000313-00;2009-11-11;OM09-417;;Descartada;13441000;82746075;96187075;0;0;0;15389932;111577007;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000522;2009-05-26;"Iluminación via Bahía Ventas Replanteo 2
";Proyecto;TECHO;Bogotá;00000314-00;2009-11-11;OM09-416;2009-11-11;Ejecutada;3570000;21671950;25241950;0;0;0;4038712;29280662;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000184;2009-06-03;"Instalaciones Electricas y Adecuaciones Autosur";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000183-01;2009-11-11;OM09-378 ;2009-11-11;En ejecución;7822000;13996035;21818035;0;0;0;3490885;25308920;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000479;2009-10-19;"Adecuación para la instalación de cable UTP CD
";Servicio por demanda;CERVECERIA BUCARAMANGA;Bucaramanga;00000477-00;2009-11-11;CT-CIM-09-119 ;;Pendiente;112000;181000;293000;0;0;0;46880;339880;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
